"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"St. Lucia","LCA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2374193748.52022","2383113072.94363","2572643851.55943","2587647504.28164","2629012606.41972","2674973684.80025","2753152143.57643","2734041684.69112","2905916428.20857","2983521934.375","2984976358.16196","2883246454.62839","2895253748.70434","3018725072.66045","3238108166.35029","3224822055.50136","3424608079.02983","3482539385.39301","3654901471.27318","3551507980.06129","3563228615.0607","3717407479.25723","3713364570.06757","3645826785.08737","3694246654.0984","3698011750.36001","3824774865.07875","3954045607.0164","4068190166.10883","4039699719.25152","3055569354.26397","3409978230.91316","4105219705.07015","4195940247.80877","4359235762.56497",
"Latin America & Caribbean","LCN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5490012401455.95","5668904000102.77","5832048553039.45","6106395674948.75","6429168807028.94","6484342154346.7","6735228582147.55","7100817862100.81","7313531022480.43","7352495849769.4","7615605059304.22","7645704930509.35","7684914189621.79","7876470834821.3","8299927216130.84","8625335375364.62","9068727079925.17","9543073653492.31","9895333248669.46","9670767047837.73","10297027899040.9","10763569931487.1","11047747288321.1","11363899500993.7","11530731662384.3","11587449701500.5","11563808153149.2","11789423787736.8","11985606181285","12076397217324.8","11282263348715.5","12111316973474.3","12601951700796.9","12891012396864.3","13181012237781.3",
"Least developed countries: UN classification","LDC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","988928511488.822","1005990389080.51","1011164132302.6","1011222576929.85","1016603859638.35","1074724250503.57","1135354887511.24","1196283895152.49","1243880221620.76","1297463594061.77","1356275086831.5","1424381031859.12","1503735065949.11","1585594028391.27","1691696202230.53","1822942007184.38","1956468573240.71","2107740319443.32","2250347216026.81","2353203036119.28","2501914621779.42","2628534877297.94","2757693546096.08","2917280666417.77","3093106408087.92","3255043376065.39","3413689839621.62","3594131943870.15","3778949917991.21","3987280689086.33","3990586160040.15","4098820708936.83","4304032882627.14","4448217884536.63","4627389768430.12",
"Low income","LIC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","498315236316.168","509056062777.024","513698462983.953","514201930861.091","519195988028.785","545051535451.042","576910518544.012","615451534707.107","645045311644.87","653613881839.136","666950087450.723","689414992830.575","729230653612.466","776710530866.175","823991823102.886","877574051252.735","929275106758.974","987260668362.157","1039377102010.87","1080003414303.8","1148795701482.13","1181668709533.76","1116792667353.33","1104123686919.59","1135589267608.82","1169067505885.55","1197568890252.86","1230636607365.01","1268365514035.03","1311585110351.84","1302019563067.63","1310964851516.4","1355470001969.74","1349952228980.79","1391676240989.45",
"Liechtenstein","LIE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74593031179.7532","78024301098.9686","81457363521.6164","87077973127.6079","91954268850.2198","97011832013.4292","100698249815.571","107148375202.845","112182659158.634","117007119847.634","124027585836.052","122110853436.559","126952152751.664","134493452225.455","141816703115.177","150668544407.599","162222248195.881","173248212331.972","183556633674.909","190052541508.439","205287091222.38","223084420720.924","242341472548.613","252160534266.898","268243279918.649","279525472841.473","293651641710.724","312623538327.707","319845405465.473","319140197883.651","304381511441.83","317188291991.223","293877512197.936","287030612299.665","301407170002.3",
"Lower middle income","LMC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4964610318265.7","5061890623403.1","5262486859034.01","5403667145742.56","5638035773035.9","5950611830565.39","6333029318422.85","6591973110858.59","6909314120388.23","7316767564496.27","7633530482097.79","7970913900005.56","8310642911293.25","8819959799077.88","9445991273867.45","10094300570350.8","10817173168652.9","11574393912389.9","12090783461681.2","12827567123855.1","13717585744045.1","14374909313279.4","15120585919617.5","15980472711709.5","16976220851532.5","18037013463507.9","19148707669273.4","20246479609403.7","21402489585303.7","22305123641246.5","21515991447690.7","23005935126235.4","24476912241967.7","26040497644114.1","27429009090489.3",
"Low & middle income","LMY","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17843927981571.4","18187893035953.3","18808039401482.7","19533884373949.7","20289655481621.4","21161264294098.6","22406050455983.1","23562321314693.5","24247501581258.9","25150210791627.3","26495834453922.5","27457742179634.5","28718250264627.9","30381907685512.9","32682015701501","34969809716880.7","37700440610344.1","40824697267451.7","43045458780822.1","44597710733229.9","48056893337706.3","50951701133922.4","53568491701357.9","56421953736074.1","59241996058095.6","62004006572320.5","65023372093926.8","68420181529042.5","71810154905377.5","74689649953402","73447244682548.2","78687432735113.7","81966765513012.3","86051756662436.3","89856544425927",
"Lesotho","LSO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573660195.77832","2752956994.7526","2944462730.33434","3047806486.76679","3230061460.27806","3336360784.2619","3523098100.40464","3653579682.7075","3709759166.05296","3727418549.0597","3871876398.45713","4009776444.89645","4038800653.01738","4222960962.8869","4294429263.58341","4443279430.83502","4631234382.0078","4825186499.67611","5091701799.9031","5027864191.47438","5292816081.65889","5537154381.35101","5887882377.05508","5993424173.35662","6095944684.88747","6286386067.74237","6513255914.50827","6308858549.7947","6215447498.18469","6127312836.10058","5627571725.69364","5755132494.46552","5892552408.75934","6000187259.42948","6165926723.10056",
"Late-demographic dividend","LTE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12236281717261.7","12139134239847.5","11881516598615.8","12141256355115.8","12387849188486.4","12939886753122.9","13475129927453.1","14122924994379.1","14353012655617.6","15000291513579.8","16060801241528.5","16863929423131.6","17842556373067.8","19049130423339.6","20562905904976.8","22093174088125.1","24075705832633.3","26430955945750.9","28189499303741.9","28876510581761.9","31048271531871.3","33129369165502.2","34979026385797.5","36788716149960.6","38542567979224.2","40080362516057.8","41685646756784.1","43767160405308.4","46042406761149.1","48112758659197.8","48006664465512.9","51472823246247.5","53071349485400.4","55333952341209.6","57784916900182.8",
"Lithuania","LTU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76124535262.5891","71803963182.8633","56539179786.6613","47364644892.7346","42738989025.3586","44145136034.1417","46364287199.094","50212815304.7929","53960166151.92","53368218715.1786","55192676416.2555","58771439457.6472","62720785832.2641","69339017900.4339","73847465363.1208","79556942829.6177","85440561599.5165","94905605716.6299","97372640442.2852","82923892337.8837","83278142846.5182","88544350007.5117","92425165498.1257","96165531707.6236","99793418507.7672","102620372887.397","105362309361.536","110221875208.359","115642992428.341","121052022057.089","121103851489.541","128830296666.031","132099398604.998","132551525594.85","136226690609.618",
"Luxembourg","LUX","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31101901073.3861","33790408718.2072","34405276895.1542","35850521111.5749","37220341447.5175","37753411251.3363","38281232443.6243","40356010485.7532","43049577614.3862","46568958869.5929","49799973664.48","51331001898.5771","52986641182.5435","54374561929.7148","56675633191.6081","58082818310.5338","61577496185.4226","66564452690.342","66364642428.493","64215122127.2626","66629876918.67","67325691759.3528","68436499780.1424","70607161767.8682","72459248902.0886","74103917509.039","77792951405.4508","78817630155.2784","80087615172.5418","82289479425.9634","81869760591.5084","87543117438.5072","86584473456.8254","85983895211.8288","86870919445.7431",
"Latvia","LVA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46628541794.6285","40755573537.4129","27665465932.7663","26286901341.8141","26862561292.6113","26608774388.1379","27220765831.761","29717311929.784","31663796647.9693","32556210536.3906","34457827396.3243","36684002304.4657","39496010020.4827","42825181065.2032","46561739531.8517","51970033577.6406","58635199659.0156","64741784386.279","62547868753.7712","52515178389.2518","50592461906.5082","52128623506.3006","55936744860.3127","57109229533.1521","58305644917.4316","60511561516.8371","62055626572.3888","64164865501.3308","66930186963.3331","67382215222.2546","65044572876.3954","69560319491.8466","70817115853.6798","72838390722.2113","72516087306.6942",
"Macao SAR, China","MAC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18503630764.2433","19180755194.558","21731643041.2962","22858640454.9425","23830921688.2149","24616270279.614","24513254767.9935","24444770673.1896","23327418906.6988","22777231192.9502","24086145511.9488","24781789584.8021","26990064044.5776","30131844236.0605","38156251017.6474","41237456544.9939","46759396628.563","53528518889.3357","55343829683.997","56049119404.0057","70130220947.4615","85289898755.843","93172514524.2443","103191255311.698","101077508194.046","79331396682.0168","78792590831.9117","86561580876.8215","92106091774.7344","89745030264.0161","40981075243.6012","50626336573.1949","40698843607.8319","71248151452.7816","77523802405.0799",
"St. Martin (French part)","MAF","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108500615233.637","116330115276.085","113889813365.34","113046354860.033","125015703383.031","118258044704.88","132889966255.594","130815949435.299","140285130844.986","142665855758.875","146349746258.498","157650617839.043","163531297047.122","173622980434.355","181559946924.094","187355793839.854","201952346516.979","208901663617.481","220776760915.46","229046549271.15","237062164034.805","250159007579.871","257819736151.026","268447614492.459","275747360357.991","287727433233.845","289227026912.904","303855835390.371","313170965464.504","322224659036.024","299094704579.634","323485096796.555","328425372774.826","339602809128.74","350594100691.351",
"Monaco","MCO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47357419839.872","39780232536.91","28204184901.4317","27865734701.5037","19255222615.7222","18985649681.0805","17869851603.5838","18164179596.3378","16975844077.9138","16404054449.8236","16749805343.5638","17771543536.4017","19157723871.4159","20422133638.8404","21933371473.7063","23578374366.9967","24710136298.1111","25451440442.8635","27436652834.4172","25790453592.0488","27621575824.6951","29228644998.5535","29056273754.48","31684084103.3587","33268169763.8176","33155644962.7601","34696060989.7407","36144833893.6724","37617951104.982","38954258880.7035","35730412861.1096","40707659297.2633","38835106969.5892","39301128253.2243","39341631765.0886",
"Madagascar","MDG","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23728781480.4712","22232361091.7258","22494899697.4991","22967275310.814","22957605788.7314","23342970396.6331","23845825708.757","24726569520.753","25695127696.1797","26902600084.0202","28101611020.8415","29782153615.0076","26086792599.8574","28639357114.5585","30144929155.4134","31578575290.0397","33283347345.0001","35184014262.6627","37545787852.6304","36051950358.0243","36275198363.3526","36847775908.0906","37957317018.2131","38830478115.6895","40127106649.315","41384007238.4058","43036531093.742","44729290239.7165","46158103237.6953","48194244317.8978","44754297418.435","46835678113.5552","48782214693.6642","50832553694.153","52967520949.2984",
"Maldives","MDV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010676976.40034","2039684933.91546","2175748752.83696","2296650083.97809","2474628666.33656","2795978613.69979","3015704708.16521","3268961801.43333","3513960130.98855","3730970214.57525","3874456248.84217","3721661863.68228","3992166628.80889","4541091522.73318","4810146317.55935","4272501363.15744","5282105060.66761","5658897698.98926","6166866082.09769","5652506359.2308","6036055364.3137","6569849450.46973","6726822083.25911","7196015385.42241","7761671586.13732","8061903547.40275","8575872716.20882","9182566718.38308","9969416783.1549","10659605469.594","7151654162.4776","9834087308.92595","11193757024.7834","11722817855.7535","12324662896.8558",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3485855112693.43","3538878510992.02","3753785425331.38","3839447843600.21","3941053862361.23","4062280072210.2","4274784360847.51","4441294613201.03","4645908365262.74","4786239842796.2","5075831676683.37","5186528737471.81","5307404701801.81","5534788322705.81","5976378331296.5","6287604315985.84","6650372931150.9","7001867871749.77","7312571946418.18","7438851627387.78","7791184021061.56","8114738948067.49","8365193415759.43","8536971023278.1","8807329078942.17","9084439188122.88","9516993158833.34","9740891547586.3","10011364505910.3","10186944226018.5","9921083378161.78","10383200903096.3","11036395006693.5","11281752124664.8","11525544763693.2",
"Mexico","MEX","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421988576634.25","1478525491145.11","1531288352075.42","1575190380777.94","1644406260583.15","1547216923553.73","1643427469549.89","1761735777744.66","1870700526150.81","1922238894208.39","2018913747237.07","2009811570441.13","2005056597404.21","2028827442977.1","2101164088980.4","2145566878466.58","2248661656985.64","2295385786678.25","2317038892410.3","2171175488398.86","2279111886202.67","2357605526601.7","2441376219736.39","2462179224350.12","2523826369040.22","2592028320808.89","2637971847418.68","2687347519413.19","2740344218190.75","2729583146638.88","2501552827067.41","2652858835981.85","2751306133744.76","2841972427276.36","2883296481990.13",
"Marshall Islands","MHL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174302390.851228","174455427.151327","186913081.947981","198139548.513774","209785591.721724","227015899.807501","203626549.025116","190501442.325797","189217279.752475","186691755.889551","191273974.481539","204529345.957399","211965603.772581","208655389.708105","207803334.007827","211525184.766176","211897369.842011","219713256.434544","203088989.713918","210532691.230616","222194490.273444","221077935.045939","218224516.131205","226536649.491518","223683230.576783","227901328.102912","233608165.932381","241920299.292694","255194900.330806","281868164.098975","274052277.506442","277401943.188956","274300400.890332","263507033.691119","270808729.331263",
"Middle income","MIC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17397374961709.2","17731871467505.3","18346252740068.4","19069143692563.4","19818399540691.1","20667032287137.8","21882901441976.6","23005454005363.4","23665479696751","24558354218545.1","25888886117021.4","26830184074885.1","28055225910764.3","29676206649279.4","31932279433905.7","34170931541713.7","36852896034660.8","39922423254734.5","42095397810725.6","43610826558162.9","47005667053475.4","49866754390211.8","52530144405034.5","55387096411545.2","58174742678573.2","60902856241668.2","63891763376668.4","67253489270743.1","70604597463086.5","73441976607851.6","72210342543702.3","77430685395505.1","80665896695188.9","84745595468928.1","88504862266346.4",
"North Macedonia","MKD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26630912159.3728","24987580447.4575","23347096146.5421","21603238190.3458","21223417362.4241","20986834051.4414","21235549837.9068","21541337792.2952","22269162651.1636","23235427834.6058","24292438996.5372","23547327552.1592","23899045853.3915","24430226442.6136","25572117111.0427","26780166591.0095","28155870487.0906","29978537062.6938","31618963027.5128","31505572728.4732","32563766422.7261","33325721449.0441","33173695098.6472","34144111157.1199","35383243123.3471","36747573260.4894","37794219550.6287","38203067114.3174","39303543408.595","40840476849.3289","38925691508.5795","40681504691.9464","41803860278.2286","42670262877.0922","43846361644.9253",
"Mali","MLI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14832247219.9212","16574324883.0381","16040853305.0061","16549696148.9154","17175263748.987","17333451774.9778","18556462935.3473","19452559047.0174","20925442165.5134","22118389832.7597","22104934116.5394","25503841718.3134","26296069658.2009","28694019293.452","29141645610.0834","31328634210.5701","33413323336.8123","34708099026.3506","36977090309.6295","38690427430.5596","41368471213.6574","43031126024.48","42785595329.7086","43804802100.6749","47135077376.1393","49951264433.4497","52950869374.7307","55797268613.6698","58513395953.5191","61439065234.5201","60720796476.7762","62603712698.5219","64800027976.7835","67856749650.3454","71252671858.2441",
"Malta","MLT","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6442917832.07212","6846018539.6651","7167160625.86429","7488303113.02598","7911474916.67596","8413259626.84346","8731056683.45933","9190046666.93473","9661091788.19109","10117092997.2567","12108265311.0434","12016645381.7907","12346036068.3601","12802130902.1674","12854256026.0311","13224544886.7089","13533486486.224","14215122721.3646","14842027576.4482","14634930449.7129","15541907604.9411","15696077682.8302","16340023443.7924","17368091271.3808","18693472786.2379","20491990040.7808","21327595872.5648","24094237062.2528","25826395024.4923","26881327338.9951","25978560289.9252","29433654077.1052","30690270524.7113","32776077404.2413","34732573880.3403",
"Myanmar","MMR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30871439712.1199","30670584905.4176","33633652463.272","35664926709.7287","38331935077.6166","40995257643.6183","43636465399.4233","46102616443.6136","48807094193.4393","54149094093.2071","61592390964.0288","68579429990.3069","76826458556.7735","87462311090.3621","99326277631.6017","112803810601.795","127554151235.728","142849724677.366","157499400196.062","174115601243.196","190890663421.535","201564281228.449","216344325709.879","234573500811.761","253737938743.403","271481427555.53","287396952715.732","305031940823.186","324153972904.25","345480419570.294","314220151769.184","276462287916.21","287624434643.866","290381161330.748","287558521666.165",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2293927711419.45","2299075876905.53","2419859549224.19","2462537798467.05","2519365939567.09","2601613983992.72","2758853420600.93","2855784754403.03","3018592314740.86","3149250309293.54","3331375121569.3","3426802261123.24","3538389678399.59","3629312593946.91","3909748044166.24","4100058483648.01","4327539224150.02","4583012565900.26","4753706054667.78","4904875159356.64","5136308155318.06","5207209596994.93","5316253052992.07","5374625542917.2","5524934864787.97","5652949069716.62","5982131017228.03","6174502146441.26","6349354203966.91","6465529271844.49","6345291340793.87","6606395298274.6","6904766811425.44","7098909637377.83","7263051515148.55",
"Montenegro","MNE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8910500863.06921","9347115926.29702","8468487204.54429","8731010312.90531","8827037344.04579","8995098550.50377","9218416194.80614","9626427970.93398","10028870852.7285","10887985853.6262","11629474035.8762","12469442173.253","11746825904.606","12068023016.5038","12457633228.7476","12118313364.5398","12548389871.5751","12772215323.6612","13205242135.9948","13594701743.6488","14235891130.7257","14958773853.6471","15566540606.7494","13183786774.4277","14903409289.4305","15858223080.696","16863269295.1552","17375965935.5108",
"Mongolia","MNG","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13930857674.5003","12719772331.1187","11542370967.6836","11176617291.7578","11415169077.0896","12143048987.2567","12414457527.5703","12898213380.3997","13329005529.755","13738255184.9967","13895704125.9689","14306004046.7735","14983104137.6382","16032615830.299","17736146348.2644","19022667065.9545","20650291128.5059","22766536341.5375","24792841843.2819","24478320115.4333","26036404766.9935","30538301606.8939","34300565349.9306","38296209459.5173","41315951926.4775","42299203744.5578","42929370719.9824","45349246281.1623","48861491267.8209","51598831338.4922","49247084583.6546","50053145881.8599","52572175378.1041","56474141515.8419","59221044568.7614",
"Northern Mariana Islands","MNP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7170866773.5068","7524064320.90283","6953992508.53513","7714789540.90357","8211636159.03737","8385960474.42256","9282915341.56564","10379686771.2693","11455980625.0943","12809732312.1266","12907884958.8431","14566765289.3609","15975153770.2032","17128192582.1715","18533510246.4443","19703349820.5116","21656085291.2839","23312635904.3205","24916085861.7049","26393353584.6986","28156358172.2946","30165049214.0964","32576595027.0564","34717337919.7215","37391464636.448","40155850652.3135","42041967039.1484","43151121313.3742","44654908558.8374","45689926257.9767","45132727326.9761","46205728911.2947","48222355190.685","50844136708.1592","51785655733.2678",
"Mauritania","MRT","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10773605994.0355","10966247470.5938","11171768736.7681","11827957925.8385","11465935812.8502","12591867823.1682","13324566781.3321","12785628488.8538","13140788290.3911","13623472876.0846","13089701686.8472","12985050329.4907","13164436717.0493","14076504380.9269","14742711250.5554","16005614255.0498","18939955318.5008","18566947529.6403","18505476223.9444","18523588628.0001","19008949158.1785","19802151410.0038","20687310190.2723","21546001790.2847","22467055292.4798","23674960402.4649","23973480163.5376","25476748185.7312","26692542851.2921","27530956928.3359","27431664499.2464","27635403694.625","29513507139.621","31434006298.0642","33068574625.5635",
"Mauritius","MUS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9477452905.28988","9897820235.88874","10542435434.123","11078208639.9537","11536419175.7923","12031070439.8287","12703347878.7132","13425847920.755","14241057374.8338","14612881747.9794","15811546006.2431","16340843948.4201","16604735286.3198","17588639824.3827","18350231420.9402","18676414678.7802","19585123966.1056","20706767180.5646","21822232972.2558","22545656797.9489","23532526014.0551","24492073720.1938","25348345607.4235","26200152959.3989","27202824905.9734","28206760638.5407","29296237816.3375","30449918917.4069","31669968172.8073","32585637210.0229","27845555062.1668","28793361692.7371","31296387845.016","32863652679.9147","34406240719.431",
"Malawi","MWI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9998939789.35323","10871870406.7404","10074638504.9353","11051056409.369","9919408151.9958","11578807819.0184","12425992341.3131","12897238047.428","13399618164.2974","13807271818.1136","14024885140.0232","13327152206.711","13553713798.3276","14327039833.6018","15103636676.7608","15597333179.2593","16330407801.8821","17898126930.7494","19265496648.6968","20869948373.2115","22304562368.1155","23404772824.2634","23849463508.095","25139802956.5692","26553984750.6085","27297496323.6345","27979933731.4914","29099131081.0006","30365980584.4615","32101950612.2946","32356710546.2459","33831623933.4187","34143252119.5588","34789398821.5095","35424948953.9157",
"Malaysia","MYS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214242312021.412","234692742103.338","255545469125.778","280831548487.792","306701868103.396","336847856021.014","370541738826.626","397675553808.732","368408958702.071","391020471199.41","425660459259.482","427863998400.631","450930096523.964","477032181941.105","509391362925.102","536552819272.496","566518473663.355","602202259558.637","631299287007.657","621744391014.975","667907963161.822","703266428543.889","741759394361.74","776575522140.495","823222254452.927","865136882439.813","903633582498.53","956159294251.201","1002466920504.23","1046707664542.57","989590433102.722","1022398815013.98","1113001976860.61","1152574619172.82","1211519077200.64",
"North America","NAC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12203292411092.3","12167694797585.4","12567259887902.7","12912054895322.9","13437413506526.2","13798185227432.7","14293291281251.7","14926869268489.4","15588397865272.4","16339498502323.6","17021031570714.1","17197709150983.7","17509592718871.4","17983715165309","18663601965767.3","19309169071947.9","19844555020412.2","20243106668839.2","20281544252198.1","19752719997282.5","20291592612941.1","20636787681945.1","21098860018899.8","21549451662679.2","22099649881611.6","22705151515543.1","23102594027272","23682007057922.2","24379701720071.6","24995135134291.8","24391914263015.7","25866624830798.1","26553270686244.3","27289284565505.2","28023062597269.6",
"Namibia","NAM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9970961728.4058","10785151825.9327","11560533332.3036","11377930181.3111","11574754661.7301","12026055992.0489","12409846439.3888","12933554406.6842","13359273423.7733","13809384540.9044","14291633570.4646","14459981681.5562","15152421216.5895","15794852707.0093","17732809757.8007","18181319093.2527","19467315667.9268","20513497807.0674","21057066941.3334","21119389734.8215","22394842369.4677","23535039520.1135","24726308395.5825","26114621285.0003","27705659590.2928","28887077272.0263","28896839500.9711","28599997269.5411","28903139937.2016","28660598613.1225","26338688299.7304","27287889637.5942","28761087692.552","30038887033.2075","31153793835.1828",
"New Caledonia","NCL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11698663466.8017","11647249115.9658","11880281727.695","11918495304.2501","12139557027.3611","12437855578.8911","12450359417.8263","12640535633.8044","13901127580.9933","13870605915.2577","13702982730.2292","14698934000.6781","15421896744.4792","15756646036.5848","15813968963.6196","16973428426.8393","17980130949.052","18545196854.6987","19979002842.8915","20371110933.8849","22118578797.1182","22640081122.8604","25028370732.5504","26358661332.5341","28109439638.6581","29344188610.6478","31028807124.6903","32581910868.9213","34931528663.0687","37006409966.5338","38320374766.3561","38850574077.5224","43473792392.7583","44198776163.979","47921019367.1329",
"Nigeria","NGA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","354556738794.545","355827302092.377","372306351007.095","364729474560.987","358109910022.232","357849690301.476","372864791507.523","383816201133.474","393723472569.102","396023317256.112","415887588481.34","440498504462.844","508023206248.535","545348661694.273","595796457196.355","634156910550.59","672583192155.543","716914027134.587","765409481340.348","826924868071.553","893125627695.567","940532059050.279","980317140517.95","1045717384877.57","1111699209792.44","1141189180195.95","1122737646691.27","1131785639153.58","1153547130626.18","1179022403184.64","1157867757369.25","1200097354375.41","1239120696928.78","1274562212859.96","1318234315608.32",
